,Hotel,Is repeated guest,Arrival date,Departure date,Lead time,Adults,Children,Babies,Meal,Country,Market segment,Distribution channel,Customer type,Room type,Booking changes,Deposit type,Agent,Company,Days in waiting list,Customer City,Customer State,ADR,Required car parking spaces,Total of special requests,Reservation status,Reservation status date,Booking Date,Canceled
621,City Hotel,1,2022-07-11,2022-01-12,103,2,2,1,HB,United Kingdom,Direct,Direct,Contract,Double,0,Refundable,9,3,25,London,Lisbon,140.56,2,0,Canceled,2021-03-01,2022-03-30,1
622,City Hotel,1,2022-04-09,2021-07-15,244,1,0,1,FB,Germany,Direct,TA/TO,Transient-Party,Double,1,Non Refund,4,2,21,Paris,Berlin,96.77,1,4,Canceled,2022-11-16,2021-08-08,1
623,Resort Hotel,0,2021-01-25,2022-02-03,63,4,1,0,BB,Portugal,Direct,Direct,Contract,Double,0,Refundable,1,6,21,London,London,111.9,1,2,Canceled,2021-07-25,2020-11-23,1
624,City Hotel,0,2021-12-09,2022-08-20,359,3,1,0,FB,Portugal,Corporate,Corporate,Transient,Double,2,Refundable,3,6,44,Paris,London,166.4,2,3,No-Show,2021-06-23,2020-12-15,0
625,City Hotel,0,2022-10-09,2022-05-25,348,4,0,1,FB,Germany,Direct,Corporate,Contract,Single,3,No Deposit,6,4,10,Lisbon,Madrid,163.77,0,3,No-Show,2021-08-16,2021-10-26,0
626,City Hotel,1,2022-10-03,2022-04-22,285,4,1,0,FB,United Kingdom,Corporate,TA/TO,Transient-Party,Triple,2,No Deposit,9,7,43,Berlin,Madrid,148.51,0,2,Canceled,2020-05-13,2021-12-22,1
627,City Hotel,1,2020-08-07,2022-11-22,341,1,1,0,BB,United Kingdom,Online TA,Direct,Transient-Party,Triple,3,Non Refund,5,9,0,Paris,Lisbon,118.12,0,0,Canceled,2021-12-28,2019-09-01,1
628,City Hotel,0,2020-01-15,2021-08-21,108,1,0,0,HB,Spain,Direct,TA/TO,Transient,Triple,2,Refundable,1,2,41,Lisbon,Madrid,107.3,2,1,Canceled,2022-03-16,2019-09-29,1
629,Resort Hotel,0,2022-06-04,2022-03-31,108,2,0,0,FB,United Kingdom,Corporate,TA/TO,Group,Double,0,Refundable,8,10,13,London,London,120.24,1,2,No-Show,2020-11-29,2022-02-16,0
630,City Hotel,0,2021-10-01,2020-12-03,233,3,2,0,FB,United Kingdom,Offline TA/TO,TA/TO,Transient-Party,Double,0,Non Refund,4,6,47,Paris,Paris,72.12,0,3,No-Show,2022-03-14,2021-02-10,0
631,City Hotel,0,2021-08-02,2022-07-11,155,4,0,1,BB,United Kingdom,Direct,TA/TO,Transient,Triple,2,No Deposit,10,4,30,Madrid,Lisbon,137.66,2,2,Canceled,2022-07-08,2021-02-28,1
632,Resort Hotel,0,2021-11-01,2022-05-02,50,1,1,1,FB,United Kingdom,Online TA,Corporate,Transient,Single,3,Refundable,3,1,18,Madrid,Lisbon,70.4,2,3,Canceled,2022-05-08,2021-09-12,1
633,Resort Hotel,1,2022-02-23,2020-05-17,139,2,0,1,FB,United Kingdom,Corporate,Direct,Transient-Party,Single,1,No Deposit,6,6,5,Lisbon,Madrid,65.89,0,0,Check-Out,2021-09-17,2021-10-07,0
634,City Hotel,0,2022-09-16,2022-02-18,312,4,1,0,FB,Spain,Online TA,Corporate,Contract,Triple,2,No Deposit,9,1,36,Lisbon,Paris,129.27,2,1,Canceled,2022-05-18,2021-11-08,1
635,City Hotel,0,2020-04-16,2022-01-26,33,1,2,0,HB,Spain,Direct,TA/TO,Transient,Double,2,Non Refund,5,2,0,Paris,Madrid,58.08,1,1,No-Show,2021-08-31,2020-03-14,0
636,City Hotel,0,2022-02-11,2022-11-15,44,3,2,1,HB,United Kingdom,Direct,Direct,Transient-Party,Double,1,No Deposit,7,3,24,Paris,London,126.29,0,4,No-Show,2021-12-14,2021-12-29,0
637,Resort Hotel,1,2020-11-14,2021-08-18,217,2,2,0,FB,Portugal,Offline TA/TO,Direct,Contract,Single,0,Refundable,10,6,38,Berlin,Lisbon,198.27,0,4,Canceled,2020-02-13,2020-04-11,1
638,City Hotel,1,2022-02-26,2021-01-29,301,1,1,1,BB,Germany,Direct,Corporate,Contract,Double,0,Refundable,7,8,10,Berlin,Lisbon,122.48,1,1,Canceled,2021-03-28,2021-05-01,1
639,City Hotel,1,2022-05-02,2022-10-25,228,2,1,1,HB,France,Direct,TA/TO,Transient,Double,0,No Deposit,1,2,15,Madrid,Madrid,190.42,0,0,Check-Out,2020-05-30,2021-09-16,0
640,Resort Hotel,0,2020-12-06,2020-10-03,52,2,0,1,BB,Germany,Online TA,Corporate,Contract,Single,1,Refundable,5,7,21,Paris,Madrid,86.79,0,0,Check-Out,2020-02-25,2020-10-15,0
641,City Hotel,0,2022-11-22,2022-08-15,31,2,1,1,HB,Germany,Corporate,Corporate,Transient,Triple,0,Non Refund,9,1,8,London,Madrid,174.4,0,3,Check-Out,2021-07-02,2022-10-22,0
642,City Hotel,0,2022-01-23,2021-11-08,26,2,2,0,FB,Spain,Corporate,Corporate,Group,Triple,1,Non Refund,3,5,14,London,Lisbon,110.3,1,1,Check-Out,2020-12-19,2021-12-28,0
643,Resort Hotel,0,2021-07-20,2020-02-02,119,1,2,0,FB,France,Direct,Direct,Contract,Triple,3,Non Refund,4,3,8,Berlin,Paris,51.84,0,0,Check-Out,2020-11-13,2021-03-23,0
644,Resort Hotel,0,2021-06-03,2021-10-06,365,4,2,0,HB,France,Online TA,Corporate,Contract,Double,1,Non Refund,10,7,21,London,Madrid,115.48,2,4,No-Show,2020-10-02,2020-06-03,0
645,City Hotel,1,2022-12-15,2022-05-06,324,2,2,1,FB,Spain,Online TA,TA/TO,Transient,Triple,2,Refundable,3,7,2,Madrid,Lisbon,177.72,2,0,Check-Out,2020-07-18,2022-01-25,0
646,City Hotel,1,2021-06-12,2021-01-03,61,3,2,1,BB,Spain,Offline TA/TO,Corporate,Transient,Single,2,No Deposit,9,2,17,Lisbon,London,168.0,0,2,Check-Out,2021-01-27,2021-04-12,0
647,City Hotel,1,2020-10-29,2020-11-09,271,2,1,1,BB,Spain,Direct,Corporate,Transient,Double,0,Non Refund,4,10,4,Madrid,Berlin,109.46,1,3,No-Show,2020-08-30,2020-02-01,0
648,City Hotel,0,2022-10-25,2022-09-30,172,1,2,1,HB,Germany,Online TA,Corporate,Contract,Single,2,Refundable,9,2,36,Madrid,Lisbon,159.8,0,2,No-Show,2020-08-19,2022-05-06,0
649,Resort Hotel,0,2020-11-26,2021-03-12,291,4,2,1,BB,Spain,Offline TA/TO,Direct,Contract,Double,1,No Deposit,10,1,20,Berlin,Madrid,66.87,2,1,Check-Out,2021-08-06,2020-02-09,0
650,Resort Hotel,0,2020-12-01,2021-02-23,220,4,2,1,BB,Portugal,Direct,Corporate,Transient-Party,Single,0,Non Refund,6,4,25,Paris,Berlin,70.06,1,1,Canceled,2021-03-25,2020-04-25,1
651,City Hotel,1,2022-07-26,2021-09-13,254,3,2,1,FB,Germany,Corporate,Corporate,Group,Triple,1,Non Refund,2,8,50,London,London,86.04,0,2,Canceled,2022-07-07,2021-11-14,1
652,City Hotel,1,2022-05-05,2020-07-09,67,2,1,0,FB,Germany,Online TA,Corporate,Transient-Party,Triple,0,No Deposit,10,2,19,Berlin,Paris,123.79,0,0,Check-Out,2020-02-03,2022-02-27,0
653,Resort Hotel,0,2022-08-16,2021-05-26,202,2,0,0,FB,Portugal,Corporate,TA/TO,Transient-Party,Single,0,No Deposit,2,10,14,Madrid,Lisbon,163.15,0,2,No-Show,2021-06-28,2022-01-26,0
654,Resort Hotel,0,2020-06-12,2022-04-28,29,2,1,1,BB,Portugal,Corporate,Corporate,Transient,Double,0,No Deposit,4,5,17,Lisbon,Berlin,94.96,2,2,No-Show,2021-09-26,2020-05-14,0
655,Resort Hotel,1,2021-02-08,2021-12-24,231,3,2,1,BB,Spain,Corporate,Corporate,Transient-Party,Triple,3,No Deposit,7,1,7,Paris,Berlin,141.14,1,3,Canceled,2022-10-20,2020-06-22,1
656,City Hotel,0,2021-09-22,2021-12-20,138,4,0,1,HB,Germany,Offline TA/TO,Corporate,Transient-Party,Triple,0,Refundable,8,9,41,Madrid,London,146.4,1,3,Check-Out,2020-02-24,2021-05-07,0
657,City Hotel,0,2020-05-31,2022-01-30,5,3,2,1,FB,United Kingdom,Corporate,TA/TO,Transient,Double,2,No Deposit,5,10,0,Berlin,London,108.44,1,1,Canceled,2020-05-21,2020-05-26,1
658,City Hotel,0,2021-02-10,2022-01-01,45,4,1,0,HB,Portugal,Online TA,Direct,Group,Double,1,No Deposit,2,7,43,Madrid,Lisbon,188.01,2,0,Canceled,2022-05-20,2020-12-27,1
659,Resort Hotel,1,2022-02-17,2020-11-08,47,3,1,0,HB,France,Corporate,Direct,Contract,Single,1,No Deposit,9,6,29,Paris,London,58.31,0,3,Check-Out,2020-07-30,2022-01-01,0
660,City Hotel,1,2021-09-08,2021-08-15,7,4,1,0,FB,United Kingdom,Online TA,Direct,Transient,Triple,2,Non Refund,4,5,50,Madrid,Berlin,125.49,0,0,Canceled,2022-05-29,2021-09-01,1
661,City Hotel,1,2021-09-21,2020-07-30,225,2,0,1,FB,Germany,Corporate,TA/TO,Transient-Party,Double,3,Refundable,7,3,6,Paris,Madrid,118.97,1,4,Canceled,2020-07-15,2021-02-08,1
662,Resort Hotel,1,2020-07-22,2021-01-25,338,3,0,0,HB,France,Online TA,TA/TO,Group,Single,1,Refundable,8,9,22,London,Berlin,135.97,0,2,No-Show,2021-12-30,2019-08-19,0
663,Resort Hotel,0,2022-02-24,2020-11-26,257,2,1,0,FB,United Kingdom,Offline TA/TO,Direct,Group,Single,3,Non Refund,3,5,14,Berlin,Paris,101.71,1,4,Check-Out,2021-01-09,2021-06-12,0
664,Resort Hotel,0,2021-01-31,2022-04-24,75,3,0,1,HB,Spain,Corporate,Corporate,Transient,Double,1,Non Refund,9,5,35,Berlin,Berlin,117.36,2,2,Canceled,2021-08-02,2020-11-17,1
665,Resort Hotel,0,2021-06-21,2021-02-14,89,3,1,0,HB,France,Direct,Corporate,Contract,Double,2,Refundable,5,2,14,London,Berlin,134.15,2,2,No-Show,2020-09-29,2021-03-24,0
666,Resort Hotel,0,2021-12-07,2020-03-22,345,2,1,1,BB,Portugal,Direct,TA/TO,Transient,Triple,2,Refundable,9,2,11,Berlin,Madrid,63.2,0,4,Check-Out,2020-07-07,2020-12-27,0
667,City Hotel,0,2022-08-27,2020-10-19,297,4,0,0,HB,United Kingdom,Direct,Corporate,Transient,Double,0,No Deposit,4,3,21,Paris,Paris,64.5,0,3,Canceled,2022-06-08,2021-11-03,1
668,Resort Hotel,0,2020-04-12,2020-04-25,132,2,2,0,BB,United Kingdom,Online TA,Corporate,Transient,Double,0,Non Refund,6,7,29,Lisbon,Paris,135.58,2,2,No-Show,2022-04-10,2019-12-02,0
669,City Hotel,0,2020-12-07,2022-05-21,213,3,0,0,FB,France,Offline TA/TO,Direct,Contract,Single,0,Non Refund,8,2,40,Paris,London,85.31,2,3,Canceled,2021-09-16,2020-05-08,1
670,Resort Hotel,1,2021-05-16,2020-11-29,295,2,2,1,FB,Spain,Direct,TA/TO,Transient-Party,Triple,2,No Deposit,4,8,21,Berlin,Berlin,84.25,0,4,Canceled,2020-09-28,2020-07-25,1
671,Resort Hotel,1,2021-08-02,2021-04-03,352,3,0,0,BB,Portugal,Corporate,Corporate,Transient,Double,0,No Deposit,8,8,38,London,Berlin,85.15,0,2,Canceled,2021-02-28,2020-08-15,1
672,City Hotel,1,2021-12-17,2022-11-25,179,3,0,0,BB,United Kingdom,Online TA,Direct,Contract,Triple,1,Refundable,5,4,31,Berlin,Lisbon,139.76,1,4,No-Show,2021-10-12,2021-06-21,0
673,Resort Hotel,0,2020-08-31,2021-03-15,37,2,0,0,HB,Germany,Online TA,TA/TO,Transient,Triple,3,Refundable,7,6,12,Berlin,Madrid,172.2,1,3,Canceled,2022-10-05,2020-07-25,1
674,Resort Hotel,0,2021-05-18,2020-05-19,329,4,0,0,HB,Spain,Offline TA/TO,TA/TO,Contract,Double,1,Non Refund,6,6,47,Madrid,London,149.57,1,1,Check-Out,2022-05-02,2020-06-23,0
675,Resort Hotel,0,2022-06-09,2022-11-21,170,3,1,0,HB,United Kingdom,Online TA,Direct,Transient,Single,0,No Deposit,7,2,47,Lisbon,London,73.04,2,3,Canceled,2020-04-21,2021-12-21,1
676,City Hotel,0,2022-01-08,2021-01-26,343,1,0,0,HB,France,Direct,TA/TO,Group,Double,1,No Deposit,4,7,47,Berlin,Madrid,162.21,0,3,Canceled,2021-01-01,2021-01-30,1
677,City Hotel,0,2022-07-30,2021-02-05,150,1,1,1,HB,United Kingdom,Online TA,Corporate,Contract,Single,3,No Deposit,6,7,15,Madrid,Berlin,149.83,0,2,No-Show,2022-08-08,2022-03-02,0
678,Resort Hotel,1,2020-03-10,2020-09-17,223,2,0,0,BB,Germany,Offline TA/TO,TA/TO,Transient,Double,3,Refundable,8,8,32,Paris,Madrid,107.15,0,3,Check-Out,2021-04-25,2019-07-31,0
679,Resort Hotel,1,2022-01-12,2021-08-13,3,3,1,0,HB,Spain,Direct,TA/TO,Transient,Double,2,Refundable,5,9,22,Lisbon,Madrid,90.81,2,4,Check-Out,2022-12-30,2022-01-09,0
680,City Hotel,1,2020-08-11,2021-03-03,256,3,1,0,FB,Portugal,Direct,Direct,Contract,Double,2,Refundable,5,4,36,Madrid,London,93.43,2,4,Check-Out,2022-11-12,2019-11-29,0
681,City Hotel,0,2022-12-09,2021-09-16,297,4,0,0,HB,Portugal,Online TA,Corporate,Contract,Double,1,Refundable,8,1,34,Madrid,Paris,109.82,0,3,Canceled,2022-03-11,2022-02-15,1
682,City Hotel,0,2021-03-21,2022-10-13,96,2,0,0,BB,Germany,Online TA,TA/TO,Group,Double,2,Non Refund,1,7,0,Madrid,Berlin,89.76,1,3,Canceled,2021-04-23,2020-12-15,1
683,Resort Hotel,1,2020-02-11,2022-03-19,84,3,2,1,BB,Portugal,Direct,Direct,Transient,Double,0,No Deposit,8,8,30,Berlin,Madrid,152.45,0,4,Check-Out,2021-05-05,2019-11-19,0
684,Resort Hotel,0,2020-02-01,2022-06-04,310,3,0,0,HB,Portugal,Offline TA/TO,Corporate,Transient-Party,Double,1,No Deposit,10,3,39,London,Madrid,165.11,2,3,Canceled,2021-09-22,2019-03-28,1
685,Resort Hotel,0,2021-04-12,2021-09-07,314,2,2,1,HB,France,Corporate,TA/TO,Transient-Party,Double,2,Non Refund,5,6,1,Berlin,Madrid,87.88,2,2,Check-Out,2021-03-07,2020-06-02,0
686,City Hotel,1,2022-07-16,2022-02-14,104,1,1,1,FB,United Kingdom,Corporate,Corporate,Group,Double,0,No Deposit,1,4,11,Madrid,Madrid,165.64,2,2,No-Show,2022-01-09,2022-04-03,0
687,City Hotel,1,2022-05-16,2020-07-13,285,2,0,0,BB,Germany,Direct,Direct,Contract,Single,2,Refundable,2,6,23,London,Lisbon,120.9,0,4,Check-Out,2021-08-30,2021-08-04,0
688,Resort Hotel,0,2021-01-20,2021-09-06,176,4,1,0,HB,Portugal,Corporate,Direct,Group,Double,2,Non Refund,8,4,18,Paris,Paris,196.08,0,3,Check-Out,2020-04-13,2020-07-28,0
689,City Hotel,0,2020-07-06,2022-01-20,261,2,1,0,HB,United Kingdom,Online TA,TA/TO,Group,Double,1,No Deposit,6,7,17,Lisbon,Lisbon,122.76,0,0,No-Show,2022-07-05,2019-10-19,0
690,City Hotel,1,2022-06-09,2020-06-19,20,2,1,0,HB,France,Direct,Direct,Contract,Single,0,No Deposit,4,10,30,Paris,Paris,140.09,1,2,Canceled,2020-10-02,2022-05-20,1
691,City Hotel,0,2022-12-05,2022-03-13,214,4,1,0,BB,France,Offline TA/TO,TA/TO,Transient-Party,Single,0,Non Refund,10,3,2,Madrid,Berlin,101.77,2,1,Canceled,2020-09-04,2022-05-05,1
692,Resort Hotel,1,2022-10-05,2020-01-09,99,4,2,0,BB,Germany,Offline TA/TO,TA/TO,Transient-Party,Triple,2,No Deposit,3,9,8,Lisbon,Paris,62.99,1,0,Canceled,2021-10-03,2022-06-28,1
693,Resort Hotel,1,2021-12-05,2020-07-05,241,3,2,1,HB,Spain,Corporate,Corporate,Transient,Double,0,Non Refund,4,3,38,Paris,Berlin,128.17,2,4,Canceled,2022-03-27,2021-04-08,1
694,Resort Hotel,1,2021-12-10,2020-12-11,166,2,1,0,BB,United Kingdom,Corporate,TA/TO,Transient,Single,0,Non Refund,4,1,15,Paris,Berlin,102.84,1,2,Canceled,2022-07-06,2021-06-27,1
695,Resort Hotel,1,2020-09-15,2022-05-31,65,2,2,0,HB,United Kingdom,Offline TA/TO,TA/TO,Transient-Party,Triple,2,No Deposit,1,10,14,London,London,187.02,1,3,Check-Out,2021-08-29,2020-07-12,0
696,City Hotel,1,2022-04-22,2022-05-10,241,3,1,1,HB,France,Corporate,Corporate,Transient-Party,Double,3,Refundable,2,9,30,Paris,Berlin,71.6,0,2,Check-Out,2020-07-08,2021-08-24,0
697,Resort Hotel,0,2022-01-24,2022-04-27,226,1,1,0,BB,Spain,Offline TA/TO,TA/TO,Group,Double,2,Refundable,3,1,32,Paris,Madrid,173.55,0,1,Check-Out,2020-10-27,2021-06-12,0
698,City Hotel,0,2021-03-11,2022-09-24,151,2,1,0,HB,Germany,Direct,TA/TO,Group,Single,3,Non Refund,8,9,9,Lisbon,Paris,98.69,2,3,No-Show,2021-01-30,2020-10-11,0
699,Resort Hotel,1,2021-12-20,2020-10-12,12,3,1,1,FB,United Kingdom,Online TA,Direct,Transient-Party,Single,3,Non Refund,5,3,25,Madrid,Madrid,113.48,0,1,Check-Out,2020-04-24,2021-12-08,0
700,Resort Hotel,1,2020-07-10,2020-08-18,240,1,0,0,BB,Spain,Direct,Direct,Contract,Triple,2,No Deposit,5,2,14,Berlin,Paris,194.06,2,3,No-Show,2021-12-16,2019-11-13,0
701,Resort Hotel,1,2021-10-04,2020-08-20,216,1,1,1,FB,Spain,Direct,TA/TO,Transient,Double,1,Refundable,2,4,49,Paris,London,87.1,1,3,Check-Out,2020-09-27,2021-03-02,0
702,Resort Hotel,1,2022-02-03,2022-12-03,277,2,2,0,HB,Portugal,Corporate,Direct,Group,Double,0,Refundable,7,2,48,London,Paris,139.49,0,1,Canceled,2021-01-03,2021-05-02,1
703,City Hotel,0,2022-09-16,2020-05-15,243,4,1,1,FB,Germany,Offline TA/TO,Direct,Transient,Double,3,Non Refund,2,6,18,Berlin,Madrid,126.79,0,0,Check-Out,2022-09-29,2022-01-16,0
704,Resort Hotel,0,2020-01-08,2020-01-12,89,4,1,1,HB,France,Online TA,Corporate,Transient-Party,Double,0,Non Refund,3,2,33,Madrid,Berlin,52.44,1,2,Canceled,2022-12-11,2019-10-11,1
705,Resort Hotel,1,2021-08-23,2020-08-10,231,4,1,1,HB,Portugal,Corporate,Corporate,Contract,Triple,3,Non Refund,7,2,26,Madrid,Paris,158.43,1,3,Canceled,2021-03-06,2021-01-04,1
706,Resort Hotel,0,2021-12-08,2020-06-16,143,1,2,1,HB,United Kingdom,Direct,Direct,Group,Double,0,Refundable,6,6,14,Berlin,London,137.81,2,2,No-Show,2022-02-20,2021-07-18,0
707,City Hotel,1,2022-03-15,2020-08-17,112,2,2,0,FB,Portugal,Online TA,Direct,Contract,Double,2,No Deposit,7,1,46,Paris,Madrid,61.1,2,3,Check-Out,2020-05-21,2021-11-23,0
708,Resort Hotel,0,2021-10-15,2020-06-20,47,1,2,1,FB,Germany,Online TA,Corporate,Transient-Party,Triple,1,Refundable,8,7,30,Madrid,Lisbon,131.61,2,1,Check-Out,2022-05-09,2021-08-29,0
709,City Hotel,0,2022-08-19,2020-03-28,341,3,1,0,BB,France,Direct,Corporate,Group,Single,0,No Deposit,9,2,43,Lisbon,Madrid,195.63,0,0,No-Show,2021-12-10,2021-09-12,0
710,City Hotel,1,2020-03-31,2020-04-13,135,1,1,1,HB,Portugal,Offline TA/TO,Direct,Group,Single,3,Refundable,7,1,20,Lisbon,Madrid,99.36,0,3,Check-Out,2020-03-13,2019-11-17,0
711,City Hotel,0,2020-01-05,2020-12-11,67,2,2,0,FB,France,Direct,Corporate,Transient-Party,Triple,2,No Deposit,5,1,29,London,Berlin,192.77,2,4,Canceled,2020-12-19,2019-10-30,1
712,City Hotel,1,2021-04-27,2022-12-12,288,2,2,0,BB,France,Online TA,Corporate,Group,Single,0,Non Refund,10,6,39,Madrid,Madrid,139.38,1,4,Check-Out,2021-04-18,2020-07-13,0
713,Resort Hotel,0,2021-03-16,2021-03-21,52,3,2,0,FB,France,Corporate,Corporate,Transient-Party,Single,3,Refundable,10,1,44,London,Paris,57.15,1,1,Check-Out,2022-08-17,2021-01-23,0
714,City Hotel,1,2022-04-19,2021-04-22,331,1,1,1,BB,France,Offline TA/TO,TA/TO,Transient-Party,Triple,2,Non Refund,10,5,40,London,Madrid,156.07,1,4,No-Show,2020-06-27,2021-05-23,0
715,City Hotel,0,2020-04-07,2021-02-01,218,3,1,1,BB,Germany,Offline TA/TO,Direct,Group,Double,2,Refundable,7,3,29,Berlin,Berlin,81.98,0,4,Check-Out,2022-05-08,2019-09-02,0
716,City Hotel,0,2022-02-04,2021-10-13,150,1,1,1,FB,France,Direct,Corporate,Group,Double,2,Refundable,7,8,34,London,Berlin,68.26,2,0,No-Show,2020-11-23,2021-09-07,0
717,Resort Hotel,0,2022-05-27,2021-12-29,121,2,2,0,BB,Portugal,Corporate,TA/TO,Contract,Triple,1,Non Refund,4,3,19,Madrid,Paris,197.98,2,1,Canceled,2021-09-04,2022-01-26,1
718,Resort Hotel,0,2020-07-03,2022-06-12,79,3,0,0,HB,Germany,Online TA,Direct,Contract,Triple,1,Non Refund,4,2,19,Paris,Lisbon,152.82,1,4,No-Show,2022-05-26,2020-04-15,0
719,City Hotel,1,2020-06-01,2021-04-18,355,1,1,0,BB,Portugal,Online TA,Corporate,Transient,Single,1,No Deposit,3,5,44,Paris,London,126.73,2,0,Canceled,2021-06-09,2019-06-12,1
720,Resort Hotel,0,2022-10-02,2022-11-26,76,2,0,1,FB,United Kingdom,Online TA,Corporate,Group,Single,2,Refundable,3,9,17,Berlin,Berlin,106.88,2,0,No-Show,2022-01-25,2022-07-18,0
721,Resort Hotel,0,2020-12-17,2020-08-07,177,1,1,0,FB,Spain,Corporate,Corporate,Transient,Triple,2,No Deposit,7,4,13,Madrid,Berlin,88.06,2,3,Canceled,2021-02-07,2020-06-23,1
722,City Hotel,1,2021-08-10,2020-10-10,145,3,2,1,HB,Spain,Online TA,TA/TO,Transient,Double,0,No Deposit,1,4,29,Madrid,Lisbon,188.26,0,2,No-Show,2020-01-25,2021-03-18,0
723,Resort Hotel,0,2021-05-25,2022-06-17,97,2,2,0,BB,Portugal,Online TA,TA/TO,Transient,Triple,3,No Deposit,2,10,36,Lisbon,Berlin,79.11,2,0,Check-Out,2021-03-16,2021-02-17,0
724,City Hotel,0,2020-05-16,2021-03-15,181,2,2,0,BB,Portugal,Direct,TA/TO,Group,Double,1,Refundable,9,1,7,Paris,Berlin,187.8,0,2,Check-Out,2021-12-16,2019-11-17,0
725,City Hotel,1,2022-11-10,2021-03-05,110,2,1,1,HB,France,Online TA,TA/TO,Transient-Party,Triple,0,Non Refund,6,9,31,Berlin,Madrid,151.68,0,2,Check-Out,2022-08-28,2022-07-23,0
726,City Hotel,1,2021-07-14,2021-10-10,16,1,1,1,FB,United Kingdom,Offline TA/TO,Direct,Transient,Single,3,Refundable,4,3,2,Paris,Berlin,134.13,1,3,Check-Out,2021-08-26,2021-06-28,0
727,City Hotel,1,2021-12-20,2021-12-03,71,2,1,1,FB,Germany,Online TA,TA/TO,Group,Single,0,No Deposit,10,6,25,Lisbon,Paris,57.93,2,2,No-Show,2020-05-19,2021-10-10,0
728,Resort Hotel,0,2021-12-30,2021-11-30,166,2,0,0,HB,Spain,Online TA,Direct,Transient,Triple,1,Non Refund,8,4,22,London,Lisbon,88.74,0,3,No-Show,2020-11-19,2021-07-17,0
729,Resort Hotel,1,2021-04-20,2021-05-13,354,3,2,0,BB,Germany,Corporate,Corporate,Transient-Party,Double,1,Non Refund,4,5,44,Paris,Berlin,187.4,2,4,Check-Out,2020-04-20,2020-05-01,0
730,City Hotel,1,2020-08-25,2020-12-16,287,1,1,1,HB,France,Corporate,Corporate,Transient-Party,Triple,2,Non Refund,3,3,5,Berlin,London,84.64,2,4,Canceled,2021-08-30,2019-11-12,1
731,City Hotel,1,2020-01-28,2022-11-12,158,1,2,0,BB,France,Online TA,TA/TO,Transient-Party,Triple,0,Non Refund,10,4,6,Berlin,Paris,162.05,1,0,No-Show,2021-06-21,2019-08-23,0
732,Resort Hotel,1,2022-01-16,2020-02-23,212,3,1,0,HB,Germany,Corporate,TA/TO,Transient,Triple,2,Refundable,9,5,41,Berlin,London,136.63,0,3,Canceled,2021-05-09,2021-06-18,1
733,Resort Hotel,1,2021-12-20,2020-01-19,181,3,1,0,BB,United Kingdom,Online TA,Direct,Transient,Triple,0,Refundable,2,5,27,Paris,Paris,130.68,0,4,Canceled,2022-09-18,2021-06-22,1
734,City Hotel,1,2020-07-28,2022-11-27,223,2,1,0,FB,United Kingdom,Direct,TA/TO,Group,Double,1,Non Refund,1,6,32,Lisbon,Paris,117.64,1,2,No-Show,2020-04-11,2019-12-18,0
735,Resort Hotel,1,2021-09-14,2022-08-24,195,2,0,1,BB,Germany,Direct,Direct,Group,Double,0,No Deposit,5,9,26,London,London,140.78,1,3,Canceled,2021-05-09,2021-03-03,1
736,City Hotel,0,2022-02-12,2022-07-30,136,4,0,0,HB,Portugal,Online TA,Direct,Contract,Triple,0,No Deposit,2,6,10,Berlin,Lisbon,182.98,2,2,Check-Out,2022-03-29,2021-09-29,0
737,City Hotel,0,2022-10-03,2021-07-27,253,4,2,0,BB,France,Direct,Direct,Group,Double,3,Non Refund,7,6,37,Berlin,London,78.58,0,3,Canceled,2020-11-28,2022-01-23,1
738,Resort Hotel,1,2022-03-09,2020-08-02,209,1,2,0,FB,Germany,Offline TA/TO,Direct,Group,Triple,1,Refundable,7,6,35,Berlin,Berlin,114.7,2,2,Check-Out,2021-06-01,2021-08-12,0
739,Resort Hotel,0,2022-06-24,2021-09-30,98,2,0,0,BB,Germany,Corporate,Corporate,Transient-Party,Triple,0,No Deposit,10,2,9,Berlin,Berlin,71.52,2,2,Check-Out,2022-08-26,2022-03-18,0
740,Resort Hotel,1,2020-03-31,2022-05-15,56,3,0,1,FB,France,Corporate,Direct,Transient,Triple,2,No Deposit,5,1,5,Lisbon,Lisbon,175.94,0,0,No-Show,2021-12-13,2020-02-04,0
741,Resort Hotel,1,2020-04-28,2020-03-17,241,3,2,0,HB,Spain,Online TA,Corporate,Contract,Double,0,Non Refund,7,6,32,Madrid,Madrid,106.79,1,1,No-Show,2022-11-02,2019-08-31,0
742,City Hotel,1,2022-06-18,2021-04-24,245,4,1,0,FB,United Kingdom,Offline TA/TO,Corporate,Group,Triple,3,Refundable,3,6,19,Paris,London,134.34,0,3,Canceled,2020-05-19,2021-10-16,1
743,Resort Hotel,0,2021-01-10,2021-11-16,301,4,1,0,FB,Germany,Direct,Direct,Transient,Triple,3,Non Refund,6,5,18,Berlin,Lisbon,107.14,1,3,No-Show,2021-12-08,2020-03-15,0
744,City Hotel,0,2020-01-29,2021-11-24,102,3,1,0,BB,Germany,Direct,Direct,Contract,Triple,3,Refundable,9,9,47,Lisbon,Lisbon,84.0,1,4,Canceled,2022-04-03,2019-10-19,1
745,Resort Hotel,1,2021-12-29,2021-09-30,13,4,0,1,FB,France,Online TA,Corporate,Transient,Single,2,Non Refund,1,6,19,Paris,Madrid,174.97,2,2,Check-Out,2020-09-02,2021-12-16,0
